decade,gdp_per_capita_usd,life_expectancy_years,dev_index
1960,100.90861249454731,40.701100000000004,0.5592105877709219
1970,182.38707141917303,45.1823,0.6032509464242205
1980,293.7244503304567,49.892399999999995,0.5061550393055275
1990,363.6116754422641,54.9688,0.4811674714920984
2000,754.6616573472061,57.4847,0.6117058365325005
2010,1082.7999028987638,59.081100000000006,0.6744449524438306
2020,1332.9661987274146,60.25325,0.7314927237758384
